x,museum_code,region,ecology,parameter,mean,phylo_names,evapo,aridity,SVL
986,KU344773,DA,terrestrial_leaflitter,Sq,3.957539722,Craugastor_megacephalus,0.1312,2.4966,35.78
987,KU30771,DP,terrestrial_leaflitter,Sq,3.583452683,Craugastor_megacephalus,0.1312,2.4966,63.84
988,KU344773,VA,terrestrial_leaflitter,Sq,3.548974019,Craugastor_megacephalus,0.1312,2.4966,35.78
989,YPM12459,DA,terrestrial_leaflitter,Sq,2.327896746,Craugastor_megacephalus,0.1576,2.3135,30.32
990,KU34986,VP,terrestrial_leaflitter,Sq,1.373667727,Craugastor_megacephalus,0.1718,2.003,36.31
991,KU108426,VP,terrestrial_leaflitter,Sq,3.469135346,Craugastor_megacephalus,0.1278,3.0007,29.7
992,KU30771,VP,terrestrial_leaflitter,Sq,3.549823576,Craugastor_megacephalus,0.1312,2.4966,63.84
993,KU344773,VP,terrestrial_leaflitter,Sq,3.430588642,Craugastor_megacephalus,0.1312,2.4966,35.78
994,YPM12459,VA,terrestrial_leaflitter,Sq,1.684111161,Craugastor_megacephalus,0.1576,2.3135,30.32
995,KU108426,DP,terrestrial_leaflitter,Sq,4.935802859,Craugastor_megacephalus,0.1278,3.0007,29.7
996,KU30771,DA,terrestrial_leaflitter,Sq,3.698247041,Craugastor_megacephalus,0.1312,2.4966,63.84
997,KU108426,DA,terrestrial_leaflitter,Sq,1.942715502,Craugastor_megacephalus,0.1278,3.0007,29.7
998,KU30771,VA,terrestrial_leaflitter,Sq,1.885414047,Craugastor_megacephalus,0.1312,2.4966,63.84
999,YPM12459,DP,terrestrial_leaflitter,Sq,1.704559454,Craugastor_megacephalus,0.1576,2.3135,30.32
1000,YPM4623,VP,terrestrial_torrent,Sp,29.779956,Crinia_parinsignifera,0.1917,0.17,30.25
1001,YPM4623,VA,terrestrial_torrent,Sp,34.06965067,Crinia_parinsignifera,0.1917,0.17,30.25
1002,YPM4623,VP,terrestrial_torrent,Sq,5.698557962,Crinia_parinsignifera,0.1917,0.17,30.25
1003,YPM4623,VA,terrestrial_torrent,Sq,7.810796492,Crinia_parinsignifera,0.1917,0.17,30.25
1004,KU74191,DP,terrestrial_torrent,Sp,7.130027433,Crossodactylus_schmidti,0.1466,0.8328,27.37
1005,KU92755,VP,terrestrial_torrent,Sp,8.129485867,Crossodactylus_schmidti,0.1402,0.8546,25.78
1006,KU74191,DA,terrestrial_torrent,Sp,6.060114833,Crossodactylus_schmidti,0.1466,0.8328,27.37
1007,KU92755,DA,terrestrial_torrent,Sp,6.272497733,Crossodactylus_schmidti,0.1402,0.8546,25.78
1008,KU92755,DP,terrestrial_torrent,Sp,9.849548667,Crossodactylus_schmidti,0.1402,0.8546,25.78
1009,KU92755,VA,terrestrial_torrent,Sp,8.0008354,Crossodactylus_schmidti,0.1402,0.8546,25.78
1010,KU74191,VP,terrestrial_torrent,Sp,4.646464333,Crossodactylus_schmidti,0.1466,0.8328,27.37
1011,KU74191,VA,terrestrial_torrent,Sp,4.778993433,Crossodactylus_schmidti,0.1466,0.8328,27.37
1012,KU92755,VA,terrestrial_torrent,Sq,1.581898011,Crossodactylus_schmidti,0.1402,0.8546,25.78
1013,KU92755,DP,terrestrial_torrent,Sq,2.175086305,Crossodactylus_schmidti,0.1402,0.8546,25.78
1014,KU92755,DA,terrestrial_torrent,Sq,1.415495514,Crossodactylus_schmidti,0.1402,0.8546,25.78
1015,KU92755,VP,terrestrial_torrent,Sq,1.429286077,Crossodactylus_schmidti,0.1402,0.8546,25.78
1016,KU74191,DP,terrestrial_torrent,Sq,0.916305578,Crossodactylus_schmidti,0.1466,0.8328,27.37
1017,KU74191,VP,terrestrial_torrent,Sq,0.938961903,Crossodactylus_schmidti,0.1466,0.8328,27.37
1018,KU74191,DA,terrestrial_torrent,Sq,0.915514573,Crossodactylus_schmidti,0.1466,0.8328,27.37
1019,KU74191,VA,terrestrial_torrent,Sq,0.633174666,Crossodactylus_schmidti,0.1466,0.8328,27.37
1020,MVZ234710,VP,terrestrial_torrent,Sp,9.921578,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1021,MVZ234712,VP,terrestrial_torrent,Sp,13.69607967,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1022,MVZ234711,DP,terrestrial_torrent,Sp,7.574937667,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1023,MVZ234710,DA,terrestrial_torrent,Sp,8.266291,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1024,MVZ234712,DA,terrestrial_torrent,Sp,13.80518467,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1025,MVZ234710,DP,terrestrial_torrent,Sp,10.078686,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1026,MVZ234711,DA,terrestrial_torrent,Sp,8.513576667,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1027,MVZ234711,VP,terrestrial_torrent,Sp,18.81725733,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1028,MVZ234710,VA,terrestrial_torrent,Sp,9.200386333,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1029,MVZ234711,VA,terrestrial_torrent,Sp,9.654806667,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1030,MVZ234712,VA,terrestrial_torrent,Sp,10.52837033,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1031,MVZ234712,DP,terrestrial_torrent,Sp,6.054995,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1032,MVZ234711,VP,terrestrial_torrent,Sq,5.206966341,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1033,MVZ234711,VA,terrestrial_torrent,Sq,1.985264423,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1034,MVZ234710,DP,terrestrial_torrent,Sq,2.312969287,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1035,MVZ234712,DA,terrestrial_torrent,Sq,2.013899179,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1036,MVZ234710,DA,terrestrial_torrent,Sq,1.690102979,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1037,MVZ234710,VP,terrestrial_torrent,Sq,2.210159012,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1038,MVZ234712,DP,terrestrial_torrent,Sq,1.204650303,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1039,MVZ234711,DA,terrestrial_torrent,Sq,1.423771552,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1040,MVZ234711,DP,terrestrial_torrent,Sq,1.851083744,Cryptothylax_greshoffii,0.1186,1.3793,46.5
1041,MVZ234710,VA,terrestrial_torrent,Sq,1.77032855,Cryptothylax_greshoffii,0.1186,1.3793,49.63
1042,MVZ234712,VA,terrestrial_torrent,Sq,2.56444072,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1043,MVZ234712,VP,terrestrial_torrent,Sq,4.155098483,Cryptothylax_greshoffii,0.1189,1.3672,41.59
1044,KU92781,DP,terrestrial_leaflitter,Sp,11.127052,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1045,KU92781,VP,terrestrial_leaflitter,Sp,9.453897333,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1046,KU92781,DA,terrestrial_leaflitter,Sp,9.580457667,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1047,KU92781,VA,terrestrial_leaflitter,Sp,4.1100595,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1048,KU92781,DA,terrestrial_leaflitter,Sq,2.182240401,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1049,KU92781,VP,terrestrial_leaflitter,Sq,1.342198791,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1050,KU92781,DP,terrestrial_leaflitter,Sq,2.619314356,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1051,KU92781,VA,terrestrial_leaflitter,Sq,0.941959343,Cycloramphus_eleutherodactylus,0.1081,2.4406,38.63
1052,KU93169,DA,arboreal,Sp,30.29606433,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1053,KU93168,DA,arboreal,Sp,37.914653,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1054,KU93168,DP,arboreal,Sp,32.77334967,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1055,KU93169,VP,arboreal,Sp,13.33398233,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1056,KU93168,VP,arboreal,Sp,11.94070633,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1057,KU93169,VA,arboreal,Sp,17.35944,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1058,KU93169,DP,arboreal,Sp,22.46207233,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1059,KU93168,VA,arboreal,Sp,16.31861767,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1060,KU93168,DA,arboreal,Sq,7.445428272,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1061,KU93168,DP,arboreal,Sq,6.828428823,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1062,KU93169,DA,arboreal,Sq,4.137155914,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1063,KU93169,VP,arboreal,Sq,2.84170043,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1064,KU93168,VA,arboreal,Sq,3.068645732,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1065,KU93169,VA,arboreal,Sq,4.893046704,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1066,KU93169,DP,arboreal,Sq,3.451773665,Dendrophryniscus_brevipollicatus,0.1402,0.8546,22.6
1067,KU93168,VP,arboreal,Sq,2.734497479,Dendrophryniscus_brevipollicatus,0.1402,0.8546,23.97
1068,YPM12212,VA,arboreal,Sp,11.460011,Diasporus_diastema,0.1576,2.3135,26.57
1069,YPM12212,VP,arboreal,Sp,15.81576767,Diasporus_diastema,0.1576,2.3135,26.57
1070,YPM12212,VP,arboreal,Sq,5.264715413,Diasporus_diastema,0.1576,2.3135,26.57
1071,YPM12212,VA,arboreal,Sq,3.117422523,Diasporus_diastema,0.1576,2.3135,26.57
1072,YPM12212,DP,arboreal,Sq,1.108121737,Diasporus_diastema,0.1576,2.3135,26.57
1073,YPM12212,DP,arboreal,Sp,6.006361,Diasporus_diastema,0.1576,2.3135,26.57
1074,KU348636,VP,terrestrial_leaflitter,Sp,20.04916533,Didynamipus_sjostedti,0.1187,2.2955,13.29
1075,KU348636,DP,terrestrial_leaflitter,Sp,18.02660633,Didynamipus_sjostedti,0.1187,2.2955,13.29
1076,KU348636,VP,terrestrial_leaflitter,Sq,5.834157533,Didynamipus_sjostedti,0.1187,2.2955,13.29
1077,KU348636,DP,terrestrial_leaflitter,Sq,5.015002795,Didynamipus_sjostedti,0.1187,2.2955,13.29
1078,MVZ272279,DP,terrestrial_torrent,Sp,25.311095,Duellmanohyla_soralia,0.1496,1.1249,28.67
1079,MVZ269960,VP,terrestrial_torrent,Sp,31.92460433,Duellmanohyla_soralia,0.1624,1.2142,29.14
1080,MVZ269960,VA,terrestrial_torrent,Sp,34.55753167,Duellmanohyla_soralia,0.1624,1.2142,29.14
1081,MVZ272279,VA,terrestrial_torrent,Sp,19.93083667,Duellmanohyla_soralia,0.1496,1.1249,28.67
1082,MVZ269958,VA,terrestrial_torrent,Sp,19.197942,Duellmanohyla_soralia,0.1639,1.1818,28.53
1083,MVZ263403,VP,terrestrial_torrent,Sp,29.66654833,Duellmanohyla_soralia,0.16,1.0621,29.15
1084,MVZ269960,DP,terrestrial_torrent,Sp,7.577510333,Duellmanohyla_soralia,0.1624,1.2142,29.14
1085,MVZ269958,VP,terrestrial_torrent,Sp,1.143516367,Duellmanohyla_soralia,0.1639,1.1818,28.53
1086,MVZ263403,VA,terrestrial_torrent,Sp,25.47237533,Duellmanohyla_soralia,0.16,1.0621,29.15
1087,MVZ272279,DA,terrestrial_torrent,Sp,7.610185333,Duellmanohyla_soralia,0.1496,1.1249,28.67
1088,MVZ263403,DP,terrestrial_torrent,Sp,10.67915367,Duellmanohyla_soralia,0.16,1.0621,29.15
1089,MVZ269960,DA,terrestrial_torrent,Sp,5.408941067,Duellmanohyla_soralia,0.1624,1.2142,29.14
1090,MVZ269958,DA,terrestrial_torrent,Sp,5.588665,Duellmanohyla_soralia,0.1639,1.1818,28.53
1091,MVZ269958,DP,terrestrial_torrent,Sp,5.548404667,Duellmanohyla_soralia,0.1639,1.1818,28.53
1092,MVZ272279,DP,terrestrial_torrent,Sq,4.946496983,Duellmanohyla_soralia,0.1496,1.1249,28.67
1093,MVZ272279,VA,terrestrial_torrent,Sq,5.875256115,Duellmanohyla_soralia,0.1496,1.1249,28.67
1094,MVZ269960,DP,terrestrial_torrent,Sq,2.887286552,Duellmanohyla_soralia,0.1624,1.2142,29.14
1095,MVZ269958,VA,terrestrial_torrent,Sq,5.700424513,Duellmanohyla_soralia,0.1639,1.1818,28.53
1096,MVZ263403,VP,terrestrial_torrent,Sq,7.670900458,Duellmanohyla_soralia,0.16,1.0621,29.15
1097,MVZ272279,DA,terrestrial_torrent,Sq,2.27642699,Duellmanohyla_soralia,0.1496,1.1249,28.67
1098,MVZ269958,DP,terrestrial_torrent,Sq,1.773366719,Duellmanohyla_soralia,0.1639,1.1818,28.53
1099,MVZ269960,DA,terrestrial_torrent,Sq,1.276546428,Duellmanohyla_soralia,0.1624,1.2142,29.14
1100,MVZ263403,VA,terrestrial_torrent,Sq,5.972614804,Duellmanohyla_soralia,0.16,1.0621,29.15
1101,MVZ269960,VP,terrestrial_torrent,Sq,8.192543166,Duellmanohyla_soralia,0.1624,1.2142,29.14
1102,MVZ269960,VA,terrestrial_torrent,Sq,6.995520788,Duellmanohyla_soralia,0.1624,1.2142,29.14
1103,MVZ269958,DA,terrestrial_torrent,Sq,1.659469178,Duellmanohyla_soralia,0.1639,1.1818,28.53
1104,MVZ263403,DP,terrestrial_torrent,Sq,2.601871054,Duellmanohyla_soralia,0.16,1.0621,29.15
1105,MVZ269958,VP,terrestrial_torrent,Sq,0.091920897,Duellmanohyla_soralia,0.1639,1.1818,28.53
1106,KU328319,DA,terrestrial_leaflitter,Sp,13.197489,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1107,KU328319,DP,terrestrial_leaflitter,Sp,46.403279,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1108,KU311908,DA,terrestrial_leaflitter,Sp,20.106159,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1109,KU311908,DP,terrestrial_leaflitter,Sp,37.31783633,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1110,KU328319,VP,terrestrial_leaflitter,Sp,44.78018,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1111,KU328319,VA,terrestrial_leaflitter,Sp,48.29515667,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1112,KU328327,DA,terrestrial_leaflitter,Sp,17.04951167,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1113,KU311573,VP,terrestrial_leaflitter,Sp,64.91557333,Duttaphrynus_melanostictus,0.1279,1.5032,88.72
1114,KU328327,VA,terrestrial_leaflitter,Sp,43.475563,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1115,KU311908,VP,terrestrial_leaflitter,Sp,37.650497,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1116,KU328327,VP,terrestrial_leaflitter,Sp,49.03760733,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1117,KU311573,VA,terrestrial_leaflitter,Sp,42.577365,Duttaphrynus_melanostictus,0.1279,1.5032,88.72
1118,KU311573,DP,terrestrial_leaflitter,Sp,34.20706333,Duttaphrynus_melanostictus,0.1279,1.5032,88.72
1119,KU311908,VA,terrestrial_leaflitter,Sp,41.178537,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1120,KU328327,DP,terrestrial_leaflitter,Sp,21.14038,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1121,KU328319,DP,terrestrial_leaflitter,Sq,12.12778447,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1122,KU311573,VP,terrestrial_leaflitter,Sq,14.02450002,Duttaphrynus_melanostictus,0.1279,1.5032,88.72
1123,KU311908,DP,terrestrial_leaflitter,Sq,5.500129238,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1124,KU311573,DP,terrestrial_leaflitter,Sq,7.126438402,Duttaphrynus_melanostictus,0.1279,1.5032,88.72
1125,KU328319,DA,terrestrial_leaflitter,Sq,4.251163975,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1126,KU328327,DA,terrestrial_leaflitter,Sq,3.102506152,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1127,KU311908,VA,terrestrial_leaflitter,Sq,10.97290186,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1128,KU328327,VP,terrestrial_leaflitter,Sq,8.577442225,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1129,KU311908,DA,terrestrial_leaflitter,Sq,4.906285663,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1130,KU311573,VA,terrestrial_leaflitter,Sq,9.405543581,Duttaphrynus_melanostictus,0.1279,1.5032,88.72
1131,KU328319,VP,terrestrial_leaflitter,Sq,10.13612951,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1132,KU328327,VA,terrestrial_leaflitter,Sq,8.55545468,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1133,KU328319,VA,terrestrial_leaflitter,Sq,9.27275588,Duttaphrynus_melanostictus,0.1702,1.1978,62.05
1134,KU311908,VP,terrestrial_leaflitter,Sq,8.536924244,Duttaphrynus_melanostictus,0.1117,1.1595,60.68
1135,KU328327,DP,terrestrial_leaflitter,Sq,3.363650184,Duttaphrynus_melanostictus,0.187,0.5644,99.2
1136,MVZ238744,VP,terrestrial_burrower,Sp,9.205347,Dyscophus_guineti,0.1455,1.0831,66.37
1137,MVZ238744,DP,terrestrial_burrower,Sp,9.568819667,Dyscophus_guineti,0.1455,1.0831,66.37
1138,MVZ238744,VA,terrestrial_burrower,Sp,6.336976433,Dyscophus_guineti,0.1455,1.0831,66.37
1139,MVZ238744,DA,terrestrial_burrower,Sp,7.485996,Dyscophus_guineti,0.1455,1.0831,66.37
1140,MVZ238744,DP,terrestrial_burrower,Sq,2.310457713,Dyscophus_guineti,0.1455,1.0831,66.37
1141,MVZ238744,VP,terrestrial_burrower,Sq,2.267705518,Dyscophus_guineti,0.1455,1.0831,66.37
1142,MVZ238744,DA,terrestrial_burrower,Sq,1.810653235,Dyscophus_guineti,0.1455,1.0831,66.37
1143,MVZ238744,VA,terrestrial_burrower,Sq,0.943732685,Dyscophus_guineti,0.1455,1.0831,66.37
1144,KU266151,VP,arboreal,Sp,11.775932,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1145,KU266194,DP,arboreal,Sp,17.32240833,Eleutherodactylus_armstrongi,NA,0,28.1
1146,YPM0667,VA,arboreal,Sp,9.6632434,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1147,YPM0667,VP,arboreal,Sp,55.34170633,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1148,KU266194,DA,arboreal,Sp,13.10906333,Eleutherodactylus_armstrongi,NA,0,28.1
1149,KU266144,DA,arboreal,Sp,11.91769977,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1150,KU266165,VP,arboreal,Sp,8.652047333,Eleutherodactylus_armstrongi,NA,0,34.77
1151,KU266144,VA,arboreal,Sp,9.154110433,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1152,KU266165,DP,arboreal,Sp,10.25637567,Eleutherodactylus_armstrongi,NA,0,34.77
1153,KU266144,DP,arboreal,Sp,6.023784967,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1154,KU266151,DA,arboreal,Sp,7.3412908,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1155,YPM0667,DP,arboreal,Sp,37.17658,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1156,YPM0667,DA,arboreal,Sp,10.65024,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1157,KU266165,VA,arboreal,Sp,6.868799,Eleutherodactylus_armstrongi,NA,0,34.77
1158,KU266151,VA,arboreal,Sp,6.883690333,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1159,KU266194,VP,arboreal,Sp,9.631332667,Eleutherodactylus_armstrongi,NA,0,28.1
1160,KU266194,VA,arboreal,Sp,9.993698333,Eleutherodactylus_armstrongi,NA,0,28.1
1161,KU266144,VP,arboreal,Sp,2.7070647,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1162,KU266165,DA,arboreal,Sp,7.125853333,Eleutherodactylus_armstrongi,NA,0,34.77
1163,KU266151,DP,arboreal,Sp,6.412108733,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1164,YPM0667,VP,arboreal,Sq,7.793922434,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1165,YPM0667,DP,arboreal,Sq,7.884508009,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1166,KU266194,VP,arboreal,Sq,2.814708023,Eleutherodactylus_armstrongi,NA,0,28.1
1167,KU266151,VP,arboreal,Sq,3.160773661,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1168,KU266151,DA,arboreal,Sq,2.151912321,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1169,KU266194,DP,arboreal,Sq,4.045120401,Eleutherodactylus_armstrongi,NA,0,28.1
1170,YPM0667,VA,arboreal,Sq,2.878018365,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1171,YPM0667,DA,arboreal,Sq,2.657396243,Eleutherodactylus_armstrongi,0.1636,1.0098,39.29
1172,KU266144,DA,arboreal,Sq,1.325548208,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1173,KU266151,DP,arboreal,Sq,1.32363493,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1174,KU266151,VA,arboreal,Sq,1.257895868,Eleutherodactylus_armstrongi,0.1814,0.6763,32.16
1175,KU266165,VP,arboreal,Sq,1.254991888,Eleutherodactylus_armstrongi,NA,0,34.77
1176,KU266144,VA,arboreal,Sq,0.927472174,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1177,KU266194,VA,arboreal,Sq,1.421538796,Eleutherodactylus_armstrongi,NA,0,28.1
1178,KU266194,DA,arboreal,Sq,1.283013419,Eleutherodactylus_armstrongi,NA,0,28.1
1179,KU266165,VA,arboreal,Sq,0.890689425,Eleutherodactylus_armstrongi,NA,0,34.77
1180,KU266165,DP,arboreal,Sq,1.242683231,Eleutherodactylus_armstrongi,NA,0,34.77
1181,KU266144,VP,arboreal,Sq,0.466360311,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1182,KU266165,DA,arboreal,Sq,0.839844284,Eleutherodactylus_armstrongi,NA,0,34.77
1183,KU266144,DP,arboreal,Sq,0.65577445,Eleutherodactylus_armstrongi,0.1814,0.6763,41.09
1184,KU276349,DA,terrestrial_leaflitter,Sp,14.22255333,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1185,KU276354,DP,terrestrial_leaflitter,Sp,9.930555067,Eleutherodactylus_brittoni,0.1906,0.7548,17.09
1186,KU276354,VP,terrestrial_leaflitter,Sp,12.19635067,Eleutherodactylus_brittoni,0.1906,0.7548,17.09
1187,KU276349,DP,terrestrial_leaflitter,Sp,4.2613945,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1188,KU276354,DA,terrestrial_leaflitter,Sp,4.0534452,Eleutherodactylus_brittoni,0.1906,0.7548,17.09
1189,KU276349,VA,terrestrial_leaflitter,Sp,14.867527,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1190,KU276349,VP,terrestrial_leaflitter,Sp,18.45412133,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1191,KU276354,DP,terrestrial_leaflitter,Sq,1.858341678,Eleutherodactylus_brittoni,0.1906,0.7548,17.09
1192,KU276349,DA,terrestrial_leaflitter,Sq,3.085921526,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1193,KU276354,VP,terrestrial_leaflitter,Sq,2.843979493,Eleutherodactylus_brittoni,0.1906,0.7548,17.09
1194,KU276349,VP,terrestrial_leaflitter,Sq,3.824723202,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1195,KU276349,VA,terrestrial_leaflitter,Sq,2.923432311,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1196,KU276349,DP,terrestrial_leaflitter,Sq,0.456515952,Eleutherodactylus_brittoni,0.1906,0.7548,17.48
1197,KU276354,DA,terrestrial_leaflitter,Sq,0.637997329,Eleutherodactylus_brittoni,0.1906,0.7548,17.09
1198,KU276438,DP,arboreal,Sp,15.1786485,Eleutherodactylus_cochranae,NA,0,19.72
1199,KU45617,VA,arboreal,Sp,12.685014,Eleutherodactylus_cochranae,0.2048,0.5765,20.25
1200,KU45663,DA,arboreal,Sp,6.4622216,Eleutherodactylus_cochranae,0.2048,0.5765,19.49
1201,KU45663,DP,arboreal,Sp,10.75680667,Eleutherodactylus_cochranae,0.2048,0.5765,19.49
1202,KU45617,DA,arboreal,Sp,4.306804833,Eleutherodactylus_cochranae,0.2048,0.5765,20.25
1203,KU45617,DP,arboreal,Sp,8.327300667,Eleutherodactylus_cochranae,0.2048,0.5765,20.25
1204,KU276438,VA,arboreal,Sp,19.290438,Eleutherodactylus_cochranae,NA,0,19.72
1205,KU276443,DP,arboreal,Sp,26.71885467,Eleutherodactylus_cochranae,0.1948,0.677,18.81
1206,KU276443,VP,arboreal,Sp,28.71398533,Eleutherodactylus_cochranae,0.1948,0.677,18.81
1207,KU276438,DA,arboreal,Sp,8.797447,Eleutherodactylus_cochranae,NA,0,19.72
1208,KU276438,VP,arboreal,Sp,13.222945,Eleutherodactylus_cochranae,NA,0,19.72
1209,KU276443,DA,arboreal,Sp,15.10809767,Eleutherodactylus_cochranae,0.1948,0.677,18.81
1210,KU276438,DP,arboreal,Sq,NA,Eleutherodactylus_cochranae,NA,0,19.72
1211,KU276443,DP,arboreal,Sq,8.416464117,Eleutherodactylus_cochranae,0.1948,0.677,18.81
1212,KU276438,VP,arboreal,Sq,3.942221524,Eleutherodactylus_cochranae,NA,0,19.72
1213,KU276443,VP,arboreal,Sq,5.639727152,Eleutherodactylus_cochranae,0.1948,0.677,18.81
1214,KU276438,VA,arboreal,Sq,4.79593312,Eleutherodactylus_cochranae,NA,0,19.72
1215,KU45617,VA,arboreal,Sq,3.473789138,Eleutherodactylus_cochranae,0.2048,0.5765,20.25
1216,KU276443,DA,arboreal,Sq,4.070559205,Eleutherodactylus_cochranae,0.1948,0.677,18.81
1217,KU45663,DA,arboreal,Sq,1.414245527,Eleutherodactylus_cochranae,0.2048,0.5765,19.49
1218,KU276438,DA,arboreal,Sq,2.083188843,Eleutherodactylus_cochranae,NA,0,19.72
1219,KU45663,DP,arboreal,Sq,2.312636863,Eleutherodactylus_cochranae,0.2048,0.5765,19.49
1220,KU45617,DA,arboreal,Sq,0.889874419,Eleutherodactylus_cochranae,0.2048,0.5765,20.25
1221,KU45617,DP,arboreal,Sq,1.817767139,Eleutherodactylus_cochranae,0.2048,0.5765,20.25
1222,KU276658,VA,terrestrial_leaflitter,Sp,7.413379667,Eleutherodactylus_cooki,0.1803,1.0288,56.56
1223,KU276658,VP,terrestrial_leaflitter,Sp,15.27774233,Eleutherodactylus_cooki,0.1803,1.0288,56.56
1224,KU276660,DA,terrestrial_leaflitter,Sp,7.7474965,Eleutherodactylus_cooki,0.1803,1.0288,45.79
1225,KU276660,VA,terrestrial_leaflitter,Sp,9.299740667,Eleutherodactylus_cooki,0.1803,1.0288,45.79
